prenom,nom,age,genre,filiere,annee_etude,bac_serie,mention_bac,boursier,taux_presence,nb_absences,heures_travail_sem,participation_cours,nb_devoirs_rendus,note_partiel_mi,utilisation_biblio,groupe_etude,ressources_ligne,job_etudiant,heures_job_sem,distance_univ,transport,soutien_famille,stress_percu,sante_percue,sport_regulier,espace_travail,note_finale,mention
Olafemi,Ursini,21,M,Gestion,L1,Technologique,2,1,60.5,7,10,1,6,13.61,3,1,0,0,0,3.4,Vélo/Marche,1,6,5,0,1,8.86,Moyen
Lea,Osmas,21,F,Droit,L1,Technologique,3,0,60.7,5,8,5,6,4.21,1,1,0,0,0,81.3,Logement sur place,4,5,8,0,1,8.48,Moyen
Mouniratou,Krim,19,F,Psychologie,L1,Général,1,1,62.7,6,9,0,10,11.31,3,0,0,1,30,23.3,Voiture,3,6,7,0,1,6.66,Faible
Esther,Khalil,22,F,Sciences,M1,Général,1,0,76.4,4,16,2,12,12.33,1,1,1,1,20,0.9,Vélo/Marche,2,5,8,0,1,11.95,Moyen
Manal,Sagnon,24,F,Sciences,M2,Général,3,0,88.2,1,12,2,10,7.04,3,0,1,1,20,21.9,Voiture,0,3,7,0,1,9.43,Moyen
Esther,Tchibozo houessou,21,F,Gestion,L1,Technologique,2,0,75.3,3,8,4,8,12.83,0,1,1,0,0,9.6,Transport en commun,4,6,9,1,1,12.04,Bon
Abdou,Ovono etoubembe,21,M,Droit,L1,Général,0,1,73.5,3,9,3,9,2.07,2,0,1,0,0,6.6,Transport en commun,2,7,6,0,1,2.97,Faible
Magnificath,Roumagnac,22,F,Sciences,M1,Technologique,2,0,93.4,1,10,2,12,10.31,3,1,1,1,16,3.0,Vélo/Marche,5,5,4,0,1,9.75,Moyen
Aimee Veronica,Hachem majdalani,25,F,Sciences,M2,Général,1,0,74.7,4,11,3,8,16.17,1,0,0,1,25,33.0,Voiture,3,8,5,0,1,11.91,Moyen
Syrine,Khelouat,21,F,Psychologie,L2,Général,1,1,65.3,3,11,4,10,10.28,3,1,1,0,0,1.2,Vélo/Marche,2,5,8,1,1,8.71,Moyen
Georges,Cherigui,20,M,Mathematiques,L1,Général,3,1,58.0,6,15,0,9,8.07,2,1,1,0,0,6.2,Transport en commun,4,7,6,1,0,8.64,Moyen
Kouaho,Kaba,21,M,Psychologie,L1,Technologique,3,1,94.3,1,12,4,7,10.55,1,1,1,0,0,6.6,Transport en commun,4,2,9,1,1,14.29,Bon
Naela,Gakosso,21,F,Informatique,L3,Général,2,0,68.7,5,12,5,7,11.18,1,0,1,0,0,3.2,Vélo/Marche,3,10,5,1,0,9.26,Moyen
Naela,Gakosso,22,F,Mathematiques,L2,Général,4,0,64.7,5,18,0,10,14.21,4,1,1,1,12,12.8,Transport en commun,3,5,9,0,0,14.42,Bon
CédricThomas,Manantsoa,20,M,Mathematiques,L1,Général,2,1,63.4,4,20,0,2,11.29,1,0,0,1,8,0.5,Vélo/Marche,3,4,6,0,0,7.47,Faible
Daro,Cabrera belmar,21,F,Droit,L3,Technologique,3,1,93.4,2,5,2,10,13.7,2,0,0,0,0,6.4,Transport en commun,5,5,9,1,0,13.95,Bon
Sabridass,Dione,21,M,Psychologie,L1,Général,2,0,64.8,4,3,1,9,11.15,3,1,1,0,0,48.8,Voiture,4,3,8,1,0,9.59,Moyen
Sabridass,Khelouat,22,M,Sciences,M1,Général,3,0,89.8,2,9,2,11,7.95,4,1,1,0,0,6.7,Transport en commun,2,3,7,1,0,10.4,Moyen
Jihad,Badaoui,20,M,Sciences,L2,Professionnel,3,1,70.3,5,15,3,11,5.47,3,0,0,1,20,8.0,Transport en commun,2,6,8,1,1,9.46,Moyen
Mamadou,Manantsoa,20,M,Lettres,L1,Technologique,0,0,54.7,5,13,3,9,12.21,2,0,1,0,0,11.5,Transport en commun,2,6,9,1,1,10.21,Moyen
Audrey,Manantsoa,21,F,Droit,L3,Professionnel,4,1,68.7,5,16,1,6,1.41,4,1,1,0,0,14.8,Transport en commun,2,6,7,0,0,8.92,Moyen
Cheikh,Gbizie,22,M,Gestion,L2,Général,3,0,73.5,3,9,3,6,4.09,3,1,0,0,0,29.8,Voiture,2,5,3,1,1,6.68,Faible
Rama,Houssam,23,F,Gestion,M2,Général,3,0,72.2,4,1,3,7,5.49,3,0,1,0,0,3.8,Vélo/Marche,4,5,9,1,1,7.28,Faible
Esther,Khalil,20,F,Informatique,L2,Technologique,1,1,71.8,5,4,5,11,13.52,0,1,0,1,16,37.0,Voiture,1,3,6,0,0,10.06,Moyen
Sandrine,Aguigah,21,F,Psychologie,L1,Général,3,0,68.8,3,14,1,12,5.14,1,1,1,0,0,25.5,Voiture,3,4,10,1,1,10.71,Moyen
Caroline,Adam,22,F,Sciences,L3,Technologique,3,0,61.4,4,16,3,10,12.59,2,0,1,0,0,23.1,Voiture,3,6,6,1,1,14.88,Bon
Francis,Ben jeddou,20,M,Gestion,L1,Général,1,0,74.2,4,1,4,8,6.88,2,0,0,1,8,1.6,Vélo/Marche,2,4,6,0,1,5.94,Faible
Dourra,Muller,25,F,Informatique,M2,Général,4,0,82.7,2,18,3,8,10.24,1,1,1,0,0,0.5,Vélo/Marche,1,6,8,0,1,14.64,Bon
Lea,Fall,22,F,Psychologie,L2,Général,0,1,50.6,6,13,2,8,10.56,0,1,1,0,0,16.2,Transport en commun,1,5,8,0,1,5.27,Faible
Georges,Ghedhoui,21,M,Informatique,L2,Général,1,1,94.8,3,11,1,12,10.19,2,1,0,1,25,35.8,Voiture,1,5,8,0,1,11.98,Moyen
Jessica,Houssam,19,F,Sciences,L1,Général,2,1,14.9,11,8,4,8,8.34,1,0,1,1,20,15.8,Transport en commun,4,6,6,0,1,2.71,Faible
Mouniratou,Manantsoa,22,F,Droit,L2,Général,2,0,75.2,3,19,2,9,4.85,1,0,0,1,20,4.3,Vélo/Marche,4,7,5,0,1,3.9,Faible
Souha,Tourret,22,F,Gestion,M1,Professionnel,2,0,81.5,3,15,4,12,10.9,1,0,1,1,30,1.7,Vélo/Marche,1,7,6,0,1,7.99,Faible
Blanche,Muller,24,F,Mathematiques,M1,Général,0,0,64.3,6,13,4,8,12.92,3,1,0,1,16,21.6,Voiture,3,10,4,0,1,8.06,Moyen
Mondesire,Redombo-Agnorogoule,20,F,Sciences,L1,Technologique,4,1,40.0,7,7,2,10,13.38,2,0,1,0,0,23.0,Voiture,2,7,10,1,1,8.65,Moyen
Koussaila,Khelouat,19,M,Psychologie,L1,Technologique,0,1,72.5,5,19,3,11,11.11,1,0,0,0,0,3.4,Vélo/Marche,3,2,5,0,0,9.99,Moyen
Delicia,Intwari,22,F,Lettres,M1,Général,1,1,76.7,2,11,0,9,11.78,0,0,0,0,0,0.5,Vélo/Marche,3,3,6,0,1,7.5,Faible
Eva,Koyakosso esso,25,F,Droit,M2,Général,0,0,55.6,7,12,2,12,7.87,2,0,1,0,0,9.4,Transport en commun,3,5,8,0,1,6.2,Faible
Jey,Crespo,19,M,Informatique,L1,Technologique,2,0,60.7,4,11,3,12,12.51,3,0,1,0,0,15.7,Transport en commun,2,4,7,1,1,12.13,Bon
Kouaho,Faviere--Prado,22,M,Lettres,L2,Général,4,0,89.4,1,7,3,10,12.37,2,0,1,1,20,22.0,Voiture,1,6,6,0,1,13.06,Bon
Yowan,Tall,21,M,Sciences,L2,Technologique,2,0,75.9,3,13,2,7,9.67,1,1,1,1,25,29.9,Voiture,4,7,7,0,1,8.26,Moyen
Lena,Martinez,22,F,Psychologie,M1,Technologique,3,0,49.9,5,14,4,7,10.98,1,0,1,0,0,17.0,Transport en commun,4,4,6,0,0,11.61,Moyen
Sandrine,Garcia,21,F,Informatique,L1,Professionnel,0,1,81.2,3,9,2,10,10.7,4,1,0,0,0,2.1,Vélo/Marche,5,8,6,1,1,8.15,Moyen
Boussad,Dushime,19,M,Psychologie,L1,Général,2,0,59.1,4,12,2,6,12.53,0,0,0,0,0,20.7,Voiture,1,9,8,1,1,8.55,Moyen
Jessica,Chanwin,24,F,Lettres,M1,Général,2,0,61.6,5,11,2,10,4.93,2,0,1,1,20,74.6,Logement sur place,4,2,5,0,1,5.46,Faible
Yowan,Senouci,21,M,Gestion,L1,Général,2,0,77.2,2,16,2,12,4.86,1,0,1,0,0,42.5,Voiture,4,2,9,0,1,9.59,Moyen
Naela,Belatar,22,F,Informatique,L2,Général,0,1,75.7,2,10,5,9,5.06,0,0,1,1,25,37.0,Voiture,5,8,7,0,1,8.13,Moyen
Dourra,Barry,21,F,Psychologie,L2,Technologique,2,0,67.6,3,12,3,9,9.11,0,0,0,1,20,6.5,Transport en commun,2,7,6,0,1,8.07,Moyen
Jessica,Roumagnac,20,F,Informatique,L2,Général,2,1,65.9,5,13,3,11,12.53,2,1,1,0,0,25.0,Voiture,4,7,6,1,1,10.11,Moyen
Hugo,Goursolle,21,M,Mathematiques,L2,Général,3,1,70.0,3,9,3,10,2.27,0,0,0,1,20,34.3,Voiture,1,6,9,1,1,4.58,Faible
Hugo,Mouissi amoussou,22,M,Mathematiques,L2,Technologique,2,0,61.5,9,7,1,6,11.16,0,0,1,0,0,20.4,Voiture,3,5,8,1,1,6.7,Faible
Yassine,Ouattara,21,M,Psychologie,L1,Général,1,1,91.4,2,8,2,8,15.34,1,1,1,1,30,5.2,Transport en commun,3,7,7,0,1,10.14,Moyen
Jey,Toubol,22,M,Sciences,L3,Général,2,0,48.9,5,13,3,12,11.84,0,0,0,0,0,55.4,Logement sur place,4,6,6,1,1,11.41,Moyen
Anny,Pham Huu,23,F,Psychologie,M1,Général,1,0,70.1,6,10,4,10,3.13,1,1,1,0,0,10.8,Transport en commun,4,8,8,0,1,3.61,Faible
Mondesire,Jday,22,F,Mathematiques,M1,Technologique,3,1,50.6,5,10,4,6,12.78,0,0,1,1,25,2.5,Vélo/Marche,3,4,7,0,1,9.75,Moyen
Esther,Ouattara,21,F,Sciences,L1,Général,2,1,89.0,1,14,2,9,11.72,1,0,0,1,30,2.1,Vélo/Marche,3,6,10,1,1,12.88,Bon
Mondesire,Lakhal,20,F,Lettres,L1,Technologique,1,0,70.1,3,16,2,5,9.5,3,1,1,0,0,18.8,Transport en commun,1,7,7,0,1,7.5,Faible
Coomi,Ayachi,21,F,Psychologie,L1,Général,4,0,57.1,6,17,1,4,11.49,2,1,1,0,0,10.4,Transport en commun,3,6,10,1,1,11.97,Moyen
Caroline,Redombo-Agnorogoule,22,F,Droit,L2,Technologique,2,0,85.0,2,8,1,11,5.5,1,0,0,0,0,1.8,Vélo/Marche,3,7,7,1,1,7.39,Faible
Safiatou,Fall,20,F,Informatique,L2,Technologique,0,0,37.3,7,16,2,9,10.99,0,0,1,1,8,24.3,Voiture,2,7,5,0,1,5.46,Faible
Syrine,Cabrera belmar,21,F,Sciences,L3,Général,2,0,78.5,3,21,3,10,12.62,2,0,0,0,0,28.9,Voiture,4,5,10,1,0,14.58,Bon
Railey,Billel koussaila,19,M,Informatique,L1,Général,1,0,92.4,1,12,2,12,8.17,0,0,1,1,25,23.3,Voiture,1,3,4,0,1,6.58,Faible
Mbayame,Nait mohamed,20,M,Lettres,L1,Général,3,0,76.9,2,11,3,10,9.01,0,1,1,0,0,4.1,Vélo/Marche,3,4,3,0,1,13.0,Bon
Henoc,Ghedhoui,22,M,Mathematiques,L2,Technologique,3,1,65.9,3,10,3,11,8.64,2,0,1,0,0,21.1,Voiture,4,3,3,1,1,8.16,Moyen
Daro,Sall,22,F,Mathematiques,L3,Général,4,0,54.1,6,6,2,10,8.99,4,1,0,1,30,0.5,Vélo/Marche,5,1,10,1,1,10.97,Moyen
Awa,Diop desbonnet,20,F,Gestion,L1,Général,2,0,91.3,2,15,3,12,7.65,2,0,0,0,0,6.6,Transport en commun,4,8,10,0,1,11.69,Moyen
Beni,Makila,21,M,Sciences,L3,Général,2,0,88.8,1,11,1,12,7.87,0,1,1,1,8,9.2,Transport en commun,2,1,7,1,1,11.68,Moyen
Catherine,Dengue matsogni,21,F,Mathematiques,L1,Général,3,1,63.7,4,10,3,9,12.76,4,1,0,1,12,32.5,Voiture,4,10,8,1,1,13.14,Bon
Dourra,Ahmat,24,F,Sciences,M1,Général,1,0,64.1,5,14,4,9,4.18,0,1,1,0,0,8.9,Transport en commun,2,4,7,0,0,7.91,Faible
Mathieu,Bensmaine,22,M,Gestion,M1,Général,2,0,93.0,2,15,3,10,11.5,4,0,0,1,12,0.5,Vélo/Marche,5,5,4,1,1,13.74,Bon
Hugo,Krim,21,M,Informatique,L1,Général,2,0,82.5,2,8,4,9,12.75,1,1,1,0,0,7.8,Transport en commun,4,2,9,1,1,13.37,Bon
Catherine,Prevost-Debaisieux,19,F,Psychologie,L1,Technologique,0,1,45.4,5,8,0,8,5.66,1,1,1,0,0,12.4,Transport en commun,4,6,9,1,1,2.7,Faible
Taisir,Ursini,21,F,Mathematiques,L2,Technologique,2,0,70.9,4,8,3,12,10.51,2,1,1,0,0,53.6,Logement sur place,1,5,5,0,1,11.13,Moyen
Ayedi,El abi,20,F,Gestion,L1,Général,3,1,70.3,5,22,3,8,7.32,5,1,0,1,12,51.0,Logement sur place,3,6,7,1,1,11.23,Moyen
Eva,Andriamampianina,21,F,Sciences,L3,Professionnel,3,1,78.0,4,18,3,8,15.12,4,1,1,0,0,3.6,Vélo/Marche,4,4,7,0,1,15.97,Excellent
Khady,Attias,23,F,Mathematiques,M1,Technologique,0,1,74.1,5,15,4,11,10.02,2,1,0,0,0,3.7,Vélo/Marche,4,7,6,1,1,9.39,Moyen
Louise,Houssam,22,F,Informatique,L3,Professionnel,0,1,65.8,4,9,3,11,16.4,2,0,1,0,0,3.2,Vélo/Marche,0,4,6,1,1,10.27,Moyen
Grace,Alabdullah alomar,22,F,Gestion,M1,Général,1,0,76.9,3,10,4,12,15.82,2,1,0,0,0,28.0,Voiture,5,6,7,0,1,11.79,Moyen
Aimee Veronica,Dede,21,F,Droit,L2,Général,3,0,66.8,4,13,2,12,11.97,2,1,1,0,0,0.5,Vélo/Marche,0,7,6,0,1,12.42,Bon
Mohammadreza,Khalil,21,M,Sciences,L1,Général,1,1,100.0,2,22,2,11,18.94,3,0,1,0,0,2.4,Vélo/Marche,3,9,9,1,1,16.87,Excellent
Olafemi,Haddad,22,M,Sciences,L3,Technologique,2,0,76.0,2,12,3,11,4.82,0,0,1,0,0,13.9,Transport en commun,4,7,7,1,1,8.2,Moyen
Vincent,Essabe mbome oye,20,M,Sciences,L2,Général,0,0,73.8,3,14,3,9,16.29,1,1,1,0,0,5.1,Transport en commun,1,6,6,0,1,9.58,Moyen
Audrey,Sy,23,F,Informatique,L3,Général,2,1,100.0,2,0,5,10,9.78,5,0,1,0,0,1.7,Vélo/Marche,0,5,7,0,1,10.39,Moyen
Safiatou,Dupont,21,F,Gestion,L1,Général,1,0,52.2,5,12,1,11,10.32,4,0,1,1,8,8.0,Transport en commun,4,6,7,1,1,5.83,Faible
Rama,Toubol,20,F,Psychologie,L1,Général,3,1,72.2,5,4,2,8,9.05,0,0,0,1,8,5.8,Transport en commun,3,7,6,0,0,6.56,Faible
Abdoul,Moenza,25,M,Informatique,M2,Général,1,1,58.8,6,9,3,9,5.29,1,1,1,0,0,12.9,Transport en commun,1,4,8,0,0,6.16,Faible
Omar,Dengue matsogni,19,M,Mathematiques,L1,Général,2,0,84.2,2,11,4,11,12.96,5,1,1,1,30,69.7,Logement sur place,4,7,6,1,1,12.72,Bon
Vincent,Fontbonne,25,M,Mathematiques,M2,Général,1,1,66.1,4,9,4,9,6.09,2,1,1,0,0,2.4,Vélo/Marche,4,3,6,0,1,7.39,Faible
CédricThomas,Attias,24,M,Gestion,M2,Général,2,0,83.3,5,8,2,11,8.55,2,1,0,0,0,8.4,Transport en commun,3,7,4,0,1,7.56,Faible
Khady,Sakkaki,23,F,Droit,M1,Professionnel,3,0,82.1,2,8,0,11,8.72,0,0,0,1,12,48.4,Voiture,2,7,7,0,1,8.01,Moyen
Jey,Ait mahammed,23,M,Informatique,L3,Technologique,1,0,86.5,1,10,2,11,14.58,4,0,1,1,8,37.7,Voiture,0,4,9,1,1,14.45,Bon
Stone,Jida,21,M,Lettres,L3,Professionnel,3,1,82.4,3,10,2,12,10.52,1,0,1,1,12,9.0,Transport en commun,4,2,7,0,1,13.18,Bon
Sandrine,Sall,22,F,Informatique,M1,Technologique,2,1,70.4,5,11,5,8,1.51,0,0,0,1,20,21.6,Voiture,3,5,6,1,1,4.37,Faible
Japhet,Moudjalou mombo,20,M,Droit,L1,Général,1,0,51.6,5,11,2,12,7.38,1,0,0,0,0,1.7,Vélo/Marche,4,0,5,1,0,6.89,Faible
Catherine,Adjagbe,21,F,Informatique,L2,Général,2,1,90.1,3,17,2,10,4.86,4,1,0,1,20,22.4,Voiture,4,5,4,0,1,8.93,Moyen
Marie,Boudine-Mervillon,21,F,Gestion,L3,Technologique,1,0,96.5,3,1,2,11,12.71,3,1,1,1,12,64.9,Logement sur place,3,3,9,1,1,11.48,Moyen
Stone,Obambi mbongo ngala,22,M,Sciences,L2,Général,2,1,59.0,4,12,2,11,6.31,3,1,1,0,0,13.9,Transport en commun,1,10,8,0,1,6.8,Faible
Esther,Montean,22,F,Sciences,L2,Général,3,0,85.8,3,11,4,11,8.5,1,1,0,1,20,12.4,Transport en commun,5,8,8,1,1,9.14,Moyen
Magnificath,Dahouede,22,F,Gestion,L2,Général,0,1,55.3,6,10,1,7,17.45,4,1,0,0,0,3.7,Vélo/Marche,3,6,7,0,1,9.15,Moyen
Mouniratou,Sahadia,23,F,Mathematiques,L3,Général,2,0,77.3,4,7,2,11,13.22,3,1,1,1,12,18.1,Transport en commun,3,8,5,1,1,10.53,Moyen
Mohammadreza,Alabdullah alomar,22,M,Gestion,M1,Général,3,0,80.6,2,10,5,5,6.37,3,0,0,0,0,16.1,Transport en commun,5,7,6,0,1,12.04,Bon
Mariamari,Mbengue,20,F,Mathematiques,L1,Général,4,0,67.2,4,3,1,12,13.94,5,0,1,0,0,19.0,Transport en commun,5,3,6,0,1,16.05,Excellent
Catherine,Rakotonjanahary,24,F,Mathematiques,M2,Général,2,1,75.5,2,12,3,10,8.07,1,0,1,1,16,0.5,Vélo/Marche,3,4,6,1,0,10.24,Moyen
Koussaila,Montean,23,M,Gestion,L3,Technologique,4,0,87.6,5,13,2,12,13.93,2,0,1,0,0,14.3,Transport en commun,2,8,6,0,1,13.24,Bon
Henoc,Mbengue,22,M,Mathematiques,M1,Général,2,1,72.2,3,7,3,11,9.23,4,0,1,1,25,16.3,Transport en commun,5,3,9,1,0,10.32,Moyen
Christa,Agbagno,21,F,Mathematiques,L3,Général,1,0,63.2,4,21,1,9,7.15,3,1,1,1,30,4.2,Vélo/Marche,4,6,10,0,1,5.51,Faible
Mondesire,Mouissi amoussou,24,F,Sciences,M1,Général,3,0,54.4,5,10,2,8,6.8,2,0,0,0,0,4.2,Vélo/Marche,3,7,5,0,1,5.82,Faible
Vianney,Baouya,21,M,Droit,L1,Technologique,2,0,67.7,5,11,3,7,11.89,0,0,1,0,0,5.8,Transport en commun,3,5,6,1,0,7.8,Faible
Grace,Chanwin,24,F,Sciences,M1,Général,2,1,55.2,4,18,2,11,14.27,2,1,0,1,8,22.4,Voiture,3,6,7,0,1,12.87,Bon
Abdoul,Sy,20,M,Informatique,L1,Général,2,0,68.0,4,22,3,11,12.22,2,1,1,1,12,16.8,Transport en commun,4,7,5,1,1,11.41,Moyen
Francis,Attias,24,M,Informatique,M1,Général,3,1,66.6,4,5,1,10,9.16,0,0,0,1,12,33.6,Voiture,3,7,7,1,1,7.36,Faible
Ousmane,Tchassama,24,M,Droit,M2,Général,3,1,86.9,2,8,3,9,3.97,4,0,1,1,25,6.3,Transport en commun,4,6,7,0,0,7.31,Faible
Akoete,Djokpo,19,M,Mathematiques,L1,Professionnel,2,1,75.2,3,10,4,10,8.37,1,1,0,0,0,43.8,Voiture,4,5,7,1,1,10.4,Moyen
Anas,Paucarima,19,M,Informatique,L1,Professionnel,1,0,100.0,0,7,1,8,6.04,1,0,0,0,0,24.5,Voiture,4,7,8,0,0,6.49,Faible
Ismael,Azerguerras,23,M,Lettres,M1,Général,2,1,41.8,7,15,1,7,16.0,2,1,1,0,0,9.0,Transport en commun,4,1,7,0,1,11.98,Moyen
Souha,Sahadia,20,F,Sciences,L1,Général,2,1,79.0,2,7,4,8,9.29,2,0,1,1,20,1.8,Vélo/Marche,4,9,2,1,1,6.78,Faible
Koulbou,Garcia,23,M,Sciences,M1,Technologique,1,0,66.8,3,17,3,8,11.94,0,0,1,1,16,5.3,Transport en commun,3,5,5,0,0,12.0,Moyen
Thomas,Moudjalou mombo,20,M,Mathematiques,L1,Général,3,1,58.7,7,14,0,12,9.49,1,0,0,0,0,56.5,Logement sur place,1,4,9,0,1,7.55,Faible
Mageda,Paucarima,21,F,Informatique,L1,Général,2,0,73.5,4,17,2,6,12.43,0,1,0,0,0,6.7,Transport en commun,4,7,8,1,0,11.42,Moyen
Julfab,Belatar,23,M,Droit,M2,Général,1,0,72.3,3,7,1,9,13.53,0,1,1,0,0,7.2,Transport en commun,3,7,2,1,1,10.17,Moyen
Christa,AdjoAwada,23,F,Mathematiques,L3,Professionnel,0,0,91.2,1,9,1,11,19.65,0,0,0,1,30,3.8,Vélo/Marche,1,3,4,1,1,13.46,Bon
Georges,Agbagno,23,M,Sciences,M1,Général,1,0,75.5,2,15,5,12,9.07,0,0,1,0,0,29.6,Voiture,1,6,8,1,1,11.97,Moyen
Sabridass,Megbenou,22,M,Sciences,L2,Général,4,0,62.9,5,15,3,7,14.76,1,0,1,1,8,5.8,Transport en commun,2,6,6,1,1,11.29,Moyen
Omar,Faviere--Prado,23,M,Sciences,L3,Technologique,1,0,79.3,2,10,3,6,11.86,2,1,1,0,0,7.2,Transport en commun,4,5,2,1,1,9.16,Moyen
Ismael,Sagnon,21,M,Mathematiques,L3,Général,1,1,70.3,3,10,2,11,8.6,4,0,1,0,0,9.6,Transport en commun,4,9,9,0,1,8.08,Moyen
Koulbou,Boudine-Mervillon,23,M,Mathematiques,L3,Général,2,0,56.0,5,9,1,9,8.87,2,0,1,1,30,10.2,Transport en commun,2,5,8,1,0,6.62,Faible
Hafizou,Grosdoy,21,M,Lettres,L3,Professionnel,1,0,70.0,4,10,4,8,12.59,3,0,1,0,0,9.5,Transport en commun,4,5,5,0,1,11.8,Moyen
Brandon,Bertolini,22,M,Psychologie,L3,Général,0,0,77.7,2,6,0,10,9.67,1,0,0,1,8,12.6,Transport en commun,2,4,9,1,0,5.76,Faible
Simeon,Sall,22,M,Droit,L2,Général,1,0,75.2,3,5,2,11,11.2,3,1,0,0,0,30.3,Voiture,4,4,5,1,1,8.31,Moyen
Japhet,Makila,20,M,Informatique,L1,Général,2,1,79.3,2,16,2,11,13.33,2,1,1,0,0,30.8,Voiture,3,6,6,1,1,12.99,Bon
Beni,Bertolini,22,M,Informatique,M1,Général,2,0,65.6,4,10,3,10,20.0,2,0,0,0,0,28.8,Voiture,4,4,6,1,1,17.85,Excellent
Mohamed,Wu,20,M,Droit,L1,Général,1,1,79.1,2,17,2,12,10.92,0,0,0,1,12,1.9,Vélo/Marche,3,5,3,0,1,12.34,Bon
Dourra,Richir,22,F,Sciences,L3,Général,2,0,75.9,2,14,2,9,6.51,1,0,1,1,25,28.9,Voiture,2,6,8,0,0,7.35,Faible
Sara,Schwartz,19,F,Droit,L1,Général,4,1,76.1,2,13,4,9,12.31,2,0,1,0,0,2.3,Vélo/Marche,4,6,8,1,1,16.38,Excellent
Vianney,Alasabi,22,M,Mathematiques,L3,Technologique,1,0,74.5,5,7,3,11,8.96,1,1,1,0,0,2.4,Vélo/Marche,0,6,6,0,0,6.65,Faible
Eva,Ouattara,22,F,Lettres,L3,Général,1,0,100.0,2,5,1,6,18.0,4,0,1,1,16,53.2,Logement sur place,5,6,8,1,1,13.81,Bon
Abigail,Senin,20,F,Sciences,L1,Général,1,1,91.8,1,9,3,11,8.91,1,0,0,0,0,30.8,Voiture,3,7,4,0,0,7.23,Faible
Stone,Fontbonne,21,M,Sciences,L1,Général,2,0,78.7,2,19,1,8,10.87,0,0,1,0,0,14.5,Transport en commun,3,10,8,1,1,11.51,Moyen
Christa,Piquer,20,F,Gestion,L1,Technologique,3,1,61.2,4,15,2,6,13.17,2,1,0,0,0,37.4,Voiture,3,8,7,1,1,12.85,Bon
Delicia,Tchassama,21,F,Informatique,L3,Général,1,1,69.3,4,8,3,10,12.67,4,1,1,1,16,81.8,Logement sur place,1,5,6,0,1,8.89,Moyen
Hirche Luca,Motondo masengi,24,M,Lettres,M1,Général,2,0,99.9,1,9,2,8,16.08,1,1,1,0,0,17.0,Transport en commun,3,8,8,1,1,15.3,Excellent
Georges,Motondo masengi,21,M,Mathematiques,L1,Général,0,0,65.0,4,6,2,5,13.34,2,1,1,0,0,17.1,Transport en commun,5,3,5,1,1,7.78,Faible
Blanche,Sall,21,F,Gestion,L3,Général,2,0,71.3,3,3,3,7,19.7,1,1,1,0,0,25.3,Voiture,2,4,9,0,0,14.12,Bon
Awa,Intwari,21,F,Droit,L2,Général,3,1,70.5,6,12,5,12,12.51,2,1,1,0,0,4.8,Vélo/Marche,4,7,8,1,1,13.05,Bon
Khamal,Chan,22,M,Gestion,L2,Technologique,1,1,79.9,2,20,3,8,15.74,3,0,1,1,20,3.3,Vélo/Marche,3,7,7,1,0,14.14,Bon
Ismael,Belatar,25,M,Psychologie,M2,Général,2,0,67.0,5,20,0,10,9.02,4,0,0,1,20,25.7,Voiture,4,7,6,0,0,6.37,Faible
Cheikh,Cihyoka,22,M,Informatique,L2,Général,1,0,76.8,5,14,2,6,18.3,0,1,1,0,0,7.6,Transport en commun,2,4,8,1,0,11.99,Moyen
Awa,Dede,21,F,Sciences,L2,Général,3,1,67.4,3,8,2,12,9.48,1,1,1,0,0,2.6,Vélo/Marche,3,4,9,0,1,12.74,Bon
Dourra,El abi,21,F,Droit,L1,Technologique,0,1,95.0,4,4,2,9,16.45,2,1,1,0,0,6.8,Transport en commun,5,6,10,0,0,8.42,Moyen
Malik-Adjhacy,Kamrach,19,M,Informatique,L1,Général,3,0,63.0,4,16,2,7,14.19,0,1,1,1,20,8.0,Transport en commun,2,5,6,1,1,11.5,Moyen
Kouaho,Fall,20,M,Informatique,L1,Général,1,0,89.6,2,13,3,11,11.05,2,0,1,0,0,60.5,Logement sur place,3,7,8,1,1,11.4,Moyen
Louise,Iamundo,19,F,Gestion,L1,Général,3,1,64.6,5,9,1,12,16.48,2,1,0,1,20,21.5,Voiture,3,5,9,1,1,13.38,Bon
Mahamat,Bensmaine,21,M,Informatique,L3,Général,1,0,60.3,5,9,2,8,10.75,1,1,0,0,0,13.6,Transport en commun,3,5,6,0,1,7.04,Faible
Mohamed,Sagnon,22,M,Sciences,L2,Général,2,0,62.8,5,14,3,7,16.0,3,1,1,0,0,62.5,Logement sur place,3,2,9,0,1,12.12,Bon
Audrey,Zebriquane,22,F,Droit,L2,Général,1,1,46.6,6,7,2,12,12.24,1,0,1,0,0,42.0,Voiture,3,7,7,0,1,9.06,Moyen
Naela,Badaoui,21,F,Gestion,L1,Général,3,1,81.0,2,12,5,9,9.37,5,0,0,1,20,12.9,Transport en commun,0,6,5,1,0,11.89,Moyen
Paola,Grosdoy,19,F,Mathematiques,L1,Général,1,0,55.4,8,5,2,8,12.02,3,0,1,1,25,42.5,Voiture,5,0,6,0,1,6.33,Faible
Eva,Motondo masengi,22,F,Gestion,L3,Général,1,0,68.3,4,22,4,4,10.93,3,0,1,0,0,9.3,Transport en commun,4,6,4,1,1,8.18,Moyen
Mahamat,Tchassama,25,M,Sciences,M2,Général,2,0,86.2,2,8,4,9,9.12,0,0,1,0,0,4.7,Vélo/Marche,2,5,7,0,1,10.76,Moyen
